travel_score,shopping_score,dining_score,fuel_score,groceries_score,income,preferred_bank,target_card
18,7,31,10,35,200000,RBL,BankBazaar Credit Card
6,25,43,15,12,200000,Axis,Ace Credit Card
23,0,25,26,27,75000,Citibank,Cashback Credit Card
29,9,35,14,14,50000,HDFC,Millennia Credit Card
24,2,30,12,31,200000,IDFC First,Elite Credit Card
36,23,23,2,16,75000,IDFC First,First Wealth Credit Card
25,11,32,20,12,50000,Kotak,PVR Platinum Credit Card
10,2,25,34,28,75000,HDFC,Millennia Credit Card
22,14,12,30,21,25000,SBI,My Zone Credit Card
32,16,3,6,43,120000,Citibank,Cashback Credit Card
20,5,31,30,15,75000,Citibank,Cashback Credit Card
1,32,27,13,27,200000,RBL,BankBazaar Credit Card
5,38,26,30,1,75000,Standard Chartered,Super Value Titanium Credit Card
29,23,32,15,1,35000,RBL,BankBazaar Credit Card
4,43,42,11,0,50000,Standard Chartered,Super Value Titanium Credit Card
14,30,5,12,40,35000,Citibank,Cashback Credit Card
13,18,20,19,29,50000,RBL,BankBazaar Credit Card
20,8,9,27,37,35000,ICICI,Amazon Pay Credit Card
19,9,30,31,11,35000,IDFC First,First Classic Credit Card
3,13,18,38,27,200000,RBL,BankBazaar Credit Card
25,15,12,24,25,50000,SBI,BPCL Octane Credit Card
12,33,8,39,8,200000,Yes Bank,YES First Business Credit Card
24,13,21,18,23,25000,HDFC,Flipkart Axis Bank Credit Card
12,27,13,16,31,75000,HDFC,Tata Neu Infinity Credit Card
14,28,5,31,21,120000,RBL,First Wealth Credit Card
27,32,24,7,10,75000,Yes Bank,YES First Business Credit Card
7,33,18,32,10,75000,SBI,SimplyCLICK Credit Card
17,36,17,2,29,50000,ICICI,Amazon Pay Credit Card
0,41,40,13,6,200000,RBL,BankBazaar Credit Card
17,27,32,23,2,120000,Axis,Flipkart Axis Bank Credit Card
18,30,11,11,30,75000,HDFC,Millennia Credit Card
15,28,9,24,25,35000,Citibank,Tata Neu Infinity Credit Card
41,1,41,11,5,25000,IDFC First,First Classic Credit Card
29,34,19,4,15,120000,Axis,Ace Credit Card
2,63,4,28,4,35000,Axis,Flipkart Axis Bank Credit Card
12,8,13,26,41,120000,ICICI,Amazon Pay Credit Card
17,26,17,12,28,35000,Yes Bank,Flipkart Axis Bank Credit Card
9,21,27,20,23,25000,Kotak,PVR Platinum Credit Card
37,14,35,14,0,75000,HDFC,Millennia Credit Card
26,23,35,7,8,200000,Kotak,PVR Platinum Credit Card
41,0,20,28,10,200000,HDFC,Tata Neu Infinity Credit Card
36,15,17,23,9,50000,Standard Chartered,Super Value Titanium Credit Card
24,18,12,25,20,25000,Citibank,HPCL Super Saver Credit Card
34,9,10,15,32,200000,Yes Bank,YES First Business Credit Card
8,36,15,13,28,75000,RBL,BankBazaar Credit Card
38,3,40,3,15,75000,RBL,BankBazaar Credit Card
22,15,6,27,31,35000,Yes Bank,PVR Platinum Credit Card
26,13,19,20,21,200000,Kotak,League Platinum Credit Card
21,23,24,7,25,75000,HDFC,SimplyCLICK Credit Card
9,11,30,42,8,50000,SBI,BPCL Octane Credit Card
21,21,26,21,12,120000,SBI,Tata Neu Infinity Credit Card
44,24,3,19,10,75000,Citibank,Cashback Credit Card
2,18,25,0,56,50000,Axis,Flipkart Axis Bank Credit Card
8,17,10,46,19,50000,IDFC First,First Classic Credit Card
16,19,15,23,26,25000,SBI,BPCL Octane Credit Card
16,15,26,20,23,25000,Axis,Flipkart Axis Bank Credit Card
14,15,22,40,10,50000,Yes Bank,YES First Business Credit Card
20,25,16,9,31,25000,IDFC First,First Classic Credit Card
6,29,11,21,32,50000,SBI,SimplySAVE Credit Card
17,14,24,30,15,25000,RBL,PVR Platinum Credit Card
30,18,16,29,6,35000,SBI,SimplySAVE Credit Card
26,26,26,1,21,200000,Kotak,League Platinum Credit Card
20,7,20,21,32,75000,IDFC First,First Wealth Credit Card
33,4,25,7,31,120000,Kotak,League Platinum Credit Card
25,13,40,1,21,35000,ICICI,HPCL Super Saver Credit Card
25,18,6,14,37,25000,SBI,SimplySAVE Credit Card
25,27,25,3,21,50000,Yes Bank,YES First Business Credit Card
21,41,18,2,17,25000,Standard Chartered,Super Value Titanium Credit Card
27,0,45,14,14,120000,IDFC First,Vistara Infinite Credit Card
29,16,27,21,7,35000,Standard Chartered,Super Value Titanium Credit Card
22,21,19,17,20,75000,Standard Chartered,First Wealth Credit Card
29,4,34,7,26,25000,Standard Chartered,Super Value Titanium Credit Card
23,28,26,10,12,200000,SBI,SimplySAVE Credit Card
1,37,23,40,0,200000,Kotak,League Platinum Credit Card
7,25,35,16,17,50000,RBL,BankBazaar Credit Card
27,20,6,26,22,25000,RBL,BankBazaar Credit Card
23,14,1,4,58,50000,HDFC,Millennia Credit Card
21,16,25,12,26,25000,Axis,Ace Credit Card
0,32,24,13,30,120000,Citibank,Cashback Credit Card
12,23,6,22,37,25000,IDFC First,First Classic Credit Card
0,6,49,37,8,50000,Kotak,White Credit Card
14,0,29,24,32,75000,HDFC,Tata Neu Infinity Credit Card
28,15,17,33,8,120000,SBI,BPCL Octane Credit Card
27,44,2,27,1,200000,ICICI,YES First Business Credit Card
24,12,26,20,17,75000,Yes Bank,YES First Business Credit Card
18,40,13,14,14,120000,Kotak,PVR Platinum Credit Card
23,31,14,17,14,35000,HDFC,Millennia Credit Card
31,12,7,41,8,200000,HDFC,Tata Neu Infinity Credit Card
27,5,36,31,0,200000,RBL,BankBazaar Credit Card
2,18,15,31,34,50000,Axis,Flipkart Axis Bank Credit Card
7,30,12,23,29,120000,SBI,Elite Credit Card
35,4,12,38,11,25000,SBI,SimplyCLICK Credit Card
32,30,25,14,0,120000,Axis,Flipkart Axis Bank Credit Card
24,9,30,7,32,75000,SBI,SimplySAVE Credit Card
17,11,19,25,27,200000,Axis,Ace Credit Card
9,11,34,30,15,120000,ICICI,Coral Credit Card
3,13,28,23,32,75000,HDFC,Millennia Credit Card
40,22,3,9,26,35000,HDFC,Tata Neu Infinity Credit Card
49,11,6,9,24,75000,HDFC,Regalia Gold
4,32,29,22,13,75000,RBL,First Classic Credit Card
5,12,29,12,41,75000,RBL,BankBazaar Credit Card
37,36,13,0,14,50000,Kotak,League Platinum Credit Card
25,12,6,29,29,200000,Citibank,Cashback Credit Card
37,14,5,11,34,75000,Citibank,Cashback Credit Card
17,25,21,7,30,75000,ICICI,Amazon Pay Credit Card
31,7,25,11,26,35000,Citibank,Cashback Credit Card
31,0,12,27,30,75000,RBL,BankBazaar Credit Card
23,27,10,26,14,75000,Axis,Flipkart Axis Bank Credit Card
29,17,6,6,42,25000,Citibank,Cashback Credit Card
44,6,21,7,21,50000,SBI,SimplyCLICK Credit Card
23,28,17,30,1,200000,RBL,BankBazaar Credit Card
14,19,46,15,6,50000,IDFC First,Vistara Infinite Credit Card
21,21,19,15,24,120000,Citibank,HPCL Super Saver Credit Card
26,1,30,3,40,75000,Standard Chartered,Super Value Titanium Credit Card
17,16,42,6,18,25000,Citibank,Cashback Credit Card
20,27,6,10,37,120000,RBL,BankBazaar Credit Card
15,42,32,8,4,50000,Yes Bank,YES First Business Credit Card
22,29,6,13,30,35000,Yes Bank,Amazon Pay Credit Card
12,31,7,24,25,75000,Axis,My Zone Credit Card
36,9,3,27,24,50000,Yes Bank,YES First Business Credit Card
7,39,35,13,6,25000,Axis,Ace Credit Card
14,16,31,5,35,120000,Yes Bank,YES First Business Credit Card
43,1,6,39,11,120000,Kotak,League Platinum Credit Card
25,12,22,34,7,120000,Kotak,PVR Platinum Credit Card
31,11,27,7,25,25000,Kotak,Amazon Pay Credit Card
21,19,11,25,23,120000,Yes Bank,YES First Business Credit Card
14,53,3,13,18,120000,ICICI,Amazon Pay Credit Card
10,35,3,24,29,120000,Citibank,Cashback Credit Card
29,4,11,26,29,35000,HDFC,Tata Neu Infinity Credit Card
13,23,28,18,18,75000,Standard Chartered,Flipkart Axis Bank Credit Card
25,12,40,6,18,200000,SBI,Elite Credit Card
20,24,17,20,18,35000,HDFC,Millennia Credit Card
35,6,20,12,27,35000,RBL,BankBazaar Credit Card
22,5,42,3,29,35000,HDFC,Tata Neu Infinity Credit Card
36,7,20,7,31,75000,IDFC First,Vistara Infinite Credit Card
21,0,16,32,30,200000,RBL,BankBazaar Credit Card
29,9,29,5,27,120000,IDFC First,SimplySAVE Credit Card
14,2,34,14,35,200000,Yes Bank,YES First Business Credit Card
9,32,25,18,16,35000,Axis,Flipkart Axis Bank Credit Card
22,29,12,9,28,200000,HDFC,Tata Neu Infinity Credit Card
22,23,4,23,29,200000,Kotak,League Platinum Credit Card
4,46,6,27,18,25000,Axis,Ace Credit Card
22,22,10,14,31,35000,ICICI,Amazon Pay Credit Card
25,2,21,18,34,120000,IDFC First,Vistara Infinite Credit Card
38,1,1,39,21,50000,Kotak,PVR Platinum Credit Card
9,31,28,24,8,50000,Standard Chartered,Super Value Titanium Credit Card
4,25,31,26,15,50000,Standard Chartered,Super Value Titanium Credit Card
30,16,12,25,17,35000,HDFC,Tata Neu Infinity Credit Card
11,36,35,5,13,35000,Yes Bank,Amazon Pay Credit Card
33,12,9,10,35,50000,HDFC,Millennia Credit Card
1,45,39,6,9,25000,ICICI,PVR Platinum Credit Card
34,22,5,22,17,200000,RBL,BankBazaar Credit Card
32,11,3,33,20,25000,Yes Bank,BankBazaar Credit Card
26,7,26,26,16,200000,ICICI,Amazon Pay Credit Card
18,32,24,22,3,50000,ICICI,Amazon Pay Credit Card
7,11,29,30,24,25000,SBI,SimplyCLICK Credit Card
27,26,17,9,20,35000,HDFC,Tata Neu Infinity Credit Card
7,26,33,15,19,200000,SBI,Elite Credit Card
20,17,14,30,19,120000,HDFC,Millennia Credit Card
28,9,23,23,16,75000,Axis,Ace Credit Card
27,3,29,28,13,25000,Axis,Flipkart Axis Bank Credit Card
2,27,27,18,26,50000,IDFC First,Vistara Infinite Credit Card
29,3,23,24,21,50000,ICICI,HPCL Super Saver Credit Card
20,34,9,29,8,75000,Axis,My Zone Credit Card
4,46,1,34,15,75000,HDFC,Millennia Credit Card
8,34,31,7,20,25000,Kotak,Amazon Pay Credit Card
28,23,5,22,22,75000,Kotak,White Credit Card
16,14,36,12,23,75000,Citibank,Cashback Credit Card
29,8,26,32,5,25000,Axis,Flipkart Axis Bank Credit Card
24,20,23,22,11,25000,Kotak,Flipkart Axis Bank Credit Card
33,25,18,14,10,35000,Standard Chartered,Super Value Titanium Credit Card
11,39,25,12,13,50000,Kotak,White Credit Card
2,33,10,27,27,120000,Yes Bank,YES First Business Credit Card
1,23,46,21,9,120000,RBL,BankBazaar Credit Card
27,3,19,19,32,35000,Yes Bank,SimplySAVE Credit Card
21,10,5,29,35,50000,HDFC,Tata Neu Infinity Credit Card
27,11,22,8,33,50000,Kotak,League Platinum Credit Card
